+0.0000000E+00	-1.9846877E-08	+0.0000000E+00
+4.0000000E-01	-5.0199235E-09	+1.5717934E-08
+8.0000000E-01	+7.2540231E-09	+2.8049527E-09
+1.2000000E+00	-6.5691764E-09	-2.2476790E-09
+1.6000000E+00	-4.0054745E-09	+1.5223937E-08
+2.0000000E+00	+1.4743300E-08	+6.3552325E-09
+2.4000000E+00	-2.6394624E-09	-5.1623794E-09
+2.8000000E+00	+2.5951362E-09	+3.0193731E-08
+3.2000000E+00	+6.9866673E-08	+5.6167641E-09
+3.6000000E+00	+3.4208559E-08	-1.0255522E-07
+4.0000000E+00	-1.0879057E-07	-6.9876477E-08
+4.4000000E+00	-8.6620861E-08	+8.4530245E-08
+4.8000000E+00	+4.8375186E-08	+6.2666448E-08
+5.2000000E+00	-1.4679251E-09	-3.2768875E-08
+5.6000000E+00	-6.2791191E-08	+7.7304435E-08
+6.0000000E+00	+1.2167668E-07	+1.3604995E-07
+6.4000000E+00	+2.1841355E-07	-1.0267542E-07
+6.8000000E+00	-2.2131329E-08	-2.6106239E-07
+7.2000000E+00	-2.3012648E-07	-8.1110466E-08
+7.6000000E+00	-1.5152806E-07	+1.3055547E-07
+8.0000000E+00	+7.8744234E-09	+1.4991396E-07
+8.4000000E+00	+7.8827298E-08	+7.5398667E-08
+8.8000000E+00	+7.5748603E-08	+1.6232294E-08
+9.2000000E+00	+7.2165022E-08	+4.5299677E-09
+9.6000000E+00	+1.1658460E-07	-4.5810302E-08
+1.0000000E+01	+5.8667053E-08	-1.9170848E-07
+1.0400000E+01	-1.8028757E-07	-1.8920321E-07
+1.0800000E+01	-2.7283519E-07	+8.0412225E-08
+1.1200000E+01	-6.0144248E-08	+2.5484138E-07
+1.1600000E+01	+1.2794912E-07	+1.6912646E-07
+1.2000000E+01	+1.8734569E-07	+6.3969546E-08
+1.2400000E+01	+2.4827475E-07	-9.7816702E-08
+1.2800000E+01	+6.8029103E-08	-3.5844693E-07
+1.3200000E+01	-3.6273921E-07	-2.4792487E-07
+1.3600000E+01	-3.7861657E-07	+2.7347420E-07
+1.4000000E+01	+1.3559496E-07	+4.2206387E-07
+1.4400000E+01	+3.7675100E-07	-3.3875257E-09
+1.4800000E+01	+8.2133147E-08	-2.7220312E-07
+1.5200000E+01	-1.5268179E-07	-1.0610541E-07
+1.5600000E+01	-8.0479682E-08	+5.8748797E-08
+1.6000000E+01	+1.3392106E-08	+3.5194457E-08
+1.6400000E+01	+4.4910696E-09	-1.5806532E-08
+1.6800000E+01	-4.3413235E-08	-1.2593601E-08
+1.7200000E+01	-6.2499376E-08	+6.1573632E-08
+1.7600000E+01	+3.9117950E-08	+1.3184785E-07
+1.8000000E+01	+1.7935734E-07	+3.4873295E-08
+1.8400000E+01	+1.4046045E-07	-1.6216542E-07
+1.8800000E+01	-5.8593312E-08	-2.2987019E-07
+1.9200000E+01	-2.4659650E-07	-1.1452107E-07
+1.9600000E+01	-3.0122321E-07	+1.5416818E-07
+2.0000000E+01	-3.9550227E-08	+4.2703514E-07
+2.0400000E+01	+4.3351656E-07	+2.7744721E-07
+2.0800000E+01	+4.7405382E-07	-3.0970898E-07
+2.1200000E+01	-1.0226458E-07	-5.5444406E-07
+2.1600000E+01	-4.9164223E-07	-1.0401825E-07
+2.2000000E+01	-2.2725896E-07	+3.2161430E-07
+2.2400000E+01	+1.2591672E-07	+2.2995366E-07
+2.2800000E+01	+1.3791235E-07	+1.0105681E-08
+2.3200000E+01	+4.1382704E-08	-2.5433602E-08
+2.3600000E+01	+2.5770266E-08	+1.4732325E-08
+2.4000000E+01	+9.0462414E-08	+2.8528517E-08
+2.4400000E+01	+1.7098548E-07	-1.0691699E-07
+2.4800000E+01	-1.8796005E-08	-3.3223935E-07
+2.5200000E+01	-4.2816142E-07	-1.5985770E-07
+2.5600000E+01	-3.6199314E-07	+4.0404397E-07
+2.6000000E+01	+2.6232248E-07	+5.0125221E-07
+2.6400000E+01	+5.1422053E-07	-6.0617385E-08
+2.6800000E+01	+1.1677014E-07	-3.8952952E-07
+2.7200000E+01	-1.7085093E-07	-1.9776797E-07
+2.7600000E+01	-1.5255394E-07	-6.4919732E-08
+2.8000000E+01	-2.4148243E-07	+2.2649286E-09
+2.8400000E+01	-1.9440165E-07	+3.1275119E-07
+2.8800000E+01	+2.7677347E-07	+3.6783280E-07
+2.9200000E+01	+4.6492645E-07	-1.7104188E-07
+2.9600000E+01	-5.3807341E-08	-4.6713050E-07
+3.0000000E+01	-3.9414861E-07	-2.0238919E-08
+3.0400000E+01	-2.1314134E-08	+2.9350825E-07
+3.0800000E+01	+2.2001782E-07	-4.3975252E-08
+3.1200000E+01	-1.3524347E-07	-2.1192349E-07
+3.1600000E+01	-2.7243560E-07	+1.9536021E-07
+3.2000000E+01	+1.7691509E-07	+3.6510367E-07
+3.2400000E+01	+4.2761504E-07	-6.7737366E-08
+3.2800000E+01	+9.7153025E-08	-4.0083047E-07
+3.3200000E+01	-2.6114070E-07	-2.4589657E-07
