+0.0000000E+00	-1.3563845E-12	+0.0000000E+00
+4.0000000E-01	-1.9964845E-13	+1.2552239E-12
+8.0000000E-01	+9.9918341E-13	+2.9097884E-13
+1.2000000E+00	+2.3407264E-13	-6.9786437E-13
+1.6000000E+00	-4.5122482E-13	-7.4367675E-14
+2.0000000E+00	+1.0022528E-13	+2.9478707E-13
+2.4000000E+00	+1.9970816E-13	-2.2267453E-13
+2.8000000E+00	-2.8000740E-13	-1.1760296E-13
+3.2000000E+00	-2.5830624E-14	+2.9771887E-13
+3.6000000E+00	+3.0016278E-13	-6.3257382E-14
+4.0000000E+00	-1.2754186E-13	-2.8703416E-13
+4.4000000E+00	-2.4323851E-13	+1.6281079E-13
+4.8000000E+00	+1.8495319E-13	+1.6442728E-13
+5.2000000E+00	+6.7927914E-14	-2.0905354E-13
+5.6000000E+00	-2.3163276E-13	+2.1695996E-14
+6.0000000E+00	+9.4471101E-14	+2.3630458E-13
+6.4000000E+00	+2.1566500E-13	-1.5872965E-13
+6.8000000E+00	-2.2204100E-13	-1.8333056E-13
+7.2000000E+00	-1.6002406E-13	+2.7119352E-13
+7.6000000E+00	+2.7660506E-13	+1.4640245E-13
+8.0000000E+00	+1.1278442E-13	-2.2199070E-13
+8.4000000E+00	-1.3153912E-13	-2.2467036E-14
+8.8000000E+00	+1.2785465E-13	+6.3864879E-14
+9.2000000E+00	+7.0232353E-14	-2.8800176E-13
+9.6000000E+00	-3.7876962E-13	-1.4909679E-13
+1.0000000E+01	-2.3736489E-13	+3.4734372E-13
+1.0400000E+01	+2.1081586E-13	+2.5124207E-13
+1.0800000E+01	+1.4861588E-13	-5.0814481E-14
+1.1200000E+01	+4.0470972E-14	+3.4606261E-14
+1.1600000E+01	+2.0335147E-13	-2.4481254E-14
+1.2000000E+01	+5.6001216E-14	-2.6531612E-13
+1.2400000E+01	-1.9257123E-13	-1.0534636E-13
+1.2800000E+01	-3.9494616E-14	+4.0947287E-14
+1.3200000E+01	-8.4199972E-14	-1.5712037E-13
+1.3600000E+01	-4.1772447E-13	+9.2012671E-14
+1.4000000E+01	-4.0033449E-14	+6.2860549E-13
+1.4400000E+01	+6.9079021E-13	+2.5262648E-13
+1.4800000E+01	+4.3643147E-13	-5.7300090E-13
+1.5200000E+01	-3.2880052E-13	-4.9036395E-13
+1.5600000E+01	-3.7609553E-13	+7.0459696E-14
+1.6000000E+01	-8.7317326E-14	+1.4184009E-13
+1.6400000E+01	-9.7160966E-14	+8.6897832E-14
+1.6800000E+01	-3.9011414E-14	+2.1426754E-13
+1.7200000E+01	+1.3785089E-13	+1.7947927E-13
+1.7600000E+01	+2.0110734E-13	+1.0526249E-13
+1.8000000E+01	+3.9545580E-13	-2.2285344E-14
+1.8400000E+01	+3.3300846E-13	-5.7809371E-13
+1.8800000E+01	-5.4752290E-13	-7.3509348E-13
+1.9200000E+01	-1.0095406E-12	+3.1249232E-13
+1.9600000E+01	+2.2523848E-15	+1.0320120E-12
+2.0000000E+01	+8.0545041E-13	+1.9849010E-13
+2.0400000E+01	+1.5648360E-13	-4.7047843E-13
+2.0800000E+01	-2.3282577E-13	+1.2120221E-13
+2.1200000E+01	+4.7517544E-13	+2.4096995E-13
+2.1600000E+01	+4.8496499E-13	-6.7833172E-13
+2.2000000E+01	-5.7687489E-13	-7.8615697E-13
+2.2400000E+01	-8.9903830E-13	+2.0249993E-13
+2.2800000E+01	-2.2503659E-13	+6.7374520E-13
+2.3200000E+01	+1.7676681E-13	+4.2397911E-13
+2.3600000E+01	+2.3759729E-13	+3.2051823E-13
+2.4000000E+01	+4.9721595E-13	+2.3907230E-13
+2.4400000E+01	+6.8932886E-13	-1.9416082E-13
+2.4800000E+01	+4.5822161E-13	-7.6070087E-13
+2.5200000E+01	-2.9602840E-13	-1.0927439E-12
+2.5600000E+01	-1.3201496E-12	-5.4373953E-13
+2.6000000E+01	-1.3564138E-12	+9.7318163E-13
+2.6400000E+01	+2.1880958E-13	+1.7353201E-12
+2.6800000E+01	+1.5156106E-12	+5.4016738E-13
+2.7200000E+01	+9.1302223E-13	-8.6957077E-13
+2.7600000E+01	-1.9018255E-13	-7.5737693E-13
+2.8000000E+01	-2.5273023E-13	-1.5723865E-13
+2.8400000E+01	-5.2139215E-14	-2.2854348E-13
+2.8800000E+01	-3.5970555E-13	-3.2986067E-13
+2.9200000E+01	-6.5057872E-13	+5.1362653E-14
+2.9600000E+01	-5.1697888E-13	+6.2925179E-13
+3.0000000E+01	+2.0690901E-13	+1.0283236E-12
+3.0400000E+01	+1.2263738E-12	+4.3669973E-13
+3.0800000E+01	+1.0066259E-12	-1.0571618E-12
+3.1200000E+01	-6.7997609E-13	-1.2701609E-12
+3.1600000E+01	-1.1838525E-12	+3.5587451E-13
+3.2000000E+01	+2.8564921E-13	+9.0619936E-13
+3.2400000E+01	+6.9692298E-13	-4.8634151E-13
+3.2800000E+01	-7.6980404E-13	-7.5821228E-13
+3.3200000E+01	-1.0991922E-12	+8.3732429E-13
+3.3600000E+01	+4.4985313E-13	+1.4975214E-12
+3.4000000E+01	+1.5923822E-12	+4.0916933E-13
+3.4400000E+01	+1.4724996E-12	-1.0789772E-12
+3.4800000E+01	+9.0254926E-14	-2.2859235E-12
+3.5200000E+01	-2.4372730E-12	-1.6190659E-12
+3.5600000E+01	-2.9728852E-12	+1.8020590E-12
+3.6000000E+01	+6.5388773E-13	+3.6462621E-12
+3.6400000E+01	+3.4492285E-12	+4.5330378E-13
+3.6800000E+01	+9.8829727E-13	-2.6315448E-12
+3.7200000E+01	-1.7449673E-12	-7.5668965E-13
+3.7600000E+01	-2.1240923E-14	+1.3079996E-12
+3.8000000E+01	+1.4796274E-12	-6.6717472E-13
+3.8400000E+01	-8.3380885E-13	-1.9621859E-12
+3.8800000E+01	-2.2128390E-12	+4.0201547E-13
+3.9200000E+01	-2.5248907E-13	+1.8330302E-12
+3.9600000E+01	+8.7077131E-13	+5.6703137E-13
+4.0000000E+01	+2.0534070E-13	+1.8474425E-13
+4.0400000E+01	+7.3133183E-13	+6.6946444E-13
+4.0800000E+01	+1.4689346E-12	-4.9003939E-13
+4.1200000E+01	+2.5691351E-13	-1.5728270E-12
+4.1600000E+01	-7.8532218E-13	-8.1271474E-13
+4.2000000E+01	-5.2481994E-13	-4.6501475E-13
+4.2400000E+01	-1.3437095E-12	-7.3913893E-13
+4.2800000E+01	-2.4253650E-12	+1.1323421E-12
+4.3200000E+01	-2.7417106E-13	+3.5759396E-12
+4.3600000E+01	+3.4068443E-12	+2.2268559E-12
+4.4000000E+01	+3.6559213E-12	-1.8274177E-12
+4.4400000E+01	+4.3423793E-13	-3.6968094E-12
+4.4800000E+01	-2.2343679E-12	-2.2024830E-12
+4.5200000E+01	-2.5204759E-12	+2.5177089E-14
+4.5600000E+01	-1.6970524E-12	+1.2214212E-12
+4.6000000E+01	-9.4242621E-13	+1.9188258E-12
+4.6400000E+01	+4.4347970E-13	+2.7074543E-12
+4.6800000E+01	+3.0208543E-12	+1.9708935E-12
+4.7200000E+01	+4.0303554E-12	-1.6595530E-12
+4.7600000E+01	+6.2643400E-13	-4.6505026E-12
+4.8000000E+01	-3.5923042E-12	-2.5483633E-12
+4.8400000E+01	-3.0470574E-12	+1.5994128E-12
+4.8800000E+01	-6.4354028E-14	+1.9345391E-12
+4.9200000E+01	+3.8742715E-15	+4.0994309E-13
+4.9600000E+01	-6.4191630E-13	+1.4830992E-12
+5.0000000E+01	+1.6254285E-12	+2.2030559E-12
+5.0400000E+01	+3.0028045E-12	-4.9985104E-13
+5.0800000E+01	+8.5760341E-13	-2.2592368E-12
+5.1200000E+01	-2.6567569E-13	-1.1293794E-12
+5.1600000E+01	+3.6597469E-13	-1.7238914E-12
+5.2000000E+01	-2.2783370E-12	-3.1260507E-12
+5.2400000E+01	-5.6836500E-12	+7.5301638E-13
+5.2800000E+01	-2.2065481E-12	+6.4926185E-12
+5.3200000E+01	+4.9242441E-12	+4.9838891E-12
+5.3600000E+01	+5.9598210E-12	-1.7188686E-12
+5.4000000E+01	+1.4216830E-12	-4.5168687E-12
+5.4400000E+01	-1.4295272E-12	-2.8537565E-12
+5.4800000E+01	-1.9726203E-12	-1.6127676E-12
+5.5200000E+01	-3.0370509E-12	-4.6804635E-13
+5.5600000E+01	-2.8807432E-12	+2.3073460E-12
+5.6000000E+01	+1.6262995E-13	+3.8473298E-12
+5.6400000E+01	+2.9471923E-12	+1.9362354E-12
+5.6800000E+01	+2.7499085E-12	-9.0825594E-13
+5.7200000E+01	+9.5555532E-13	-1.9767837E-12
+5.7600000E+01	-3.2137563E-13	-1.6044421E-12
+5.8000000E+01	-8.6916267E-13	-1.0583479E-12
+5.8400000E+01	-1.3141042E-12	-5.5159840E-13
+5.8800000E+01	-1.6176408E-12	+3.8982370E-13
+5.9200000E+01	-1.0313114E-12	+1.6116069E-12
+5.9600000E+01	+5.2700478E-13	+2.0105847E-12
+6.0000000E+01	+1.9237804E-12	+1.0068990E-12
+6.0400000E+01	+2.1505357E-12	-7.7960777E-13
+6.0800000E+01	+8.5004613E-13	-2.3394379E-12
+6.1200000E+01	-1.5613016E-12	-2.1883232E-12
+6.1600000E+01	-2.6712417E-12	+3.1739353E-13
+6.2000000E+01	-6.6387099E-13	+2.2146255E-12
+6.2400000E+01	+1.2302030E-12	+7.9625052E-13
+6.2800000E+01	-8.0140251E-14	-4.1188427E-13
+6.3200000E+01	-3.9590513E-13	+1.6124733E-12
+6.3600000E+01	+3.0820597E-12	+1.4370374E-12
+6.4000000E+01	+3.2429145E-12	-3.7347326E-12
+6.4400000E+01	-3.1618179E-12	-5.0618802E-12
+6.4800000E+01	-6.0179203E-12	+1.5486246E-12
+6.5200000E+01	-3.6254913E-13	+5.5542970E-12
+6.5600000E+01	+3.7563431E-12	+1.6184372E-12
+6.6000000E+01	+1.5544287E-12	-1.3513650E-12
+6.6400000E+01	+6.5285065E-13	-1.7281236E-13
+6.6800000E+01	+1.8376664E-12	-1.5103901E-12
+6.7200000E+01	-1.1468798E-12	-3.4789087E-12
+6.7600000E+01	-4.0075848E-12	+1.8135328E-13
